"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-SAOUHSC_00248",23.1867076918469,-0.0515835542137039,0.344229500135557,-0.149628391829533,0.881057806909014,0.98275796317058
"gene-SAOUHSC_00249",2.84033218516472,0.615231531803833,0.518854116532836,1.19084716374327,0.233713589784446,0.640901631788763
"gene-SAOUHSC_00250",1.86631478843476,0.665511319430567,0.51708102660285,1.28800888977648,0.197742868662117,NA
"gene-SAOUHSC_00251",3.2088108029504,0.328700817515226,0.510224363521053,0.642236677056722,0.520719522250248,0.848212660806007
"gene-SAOUHSC_00253",11.1793710532742,-0.313961180930972,0.495226414000839,-0.633122151691749,0.526653877640694,0.854202214454388
"gene-SAOUHSC_00255",1.08691036391172,-0.466909197003791,0.380749536490276,-1.15701842601906,0.247264832289323,NA
"gene-SAOUHSC_00256",10.1822983875436,0.0119799770964532,0.471067240950886,0.0253426462579275,0.979781658048147,0.996641360299998
"gene-SAOUHSC_00257",57.756993368819,0.468352408415566,0.481421854148905,0.974706747893236,0.329705744783132,0.719099022677568
"gene-SAOUHSC_00258",17.2691370857832,1.02435424082789,0.462712577932699,2.21795230863186,0.0265580843511655,0.25585314284156
"gene-SAOUHSC_00262",21.8009225621672,0.392787128315295,0.430090404774069,0.916153079494725,0.359586611102927,0.736012097890449
"gene-SAOUHSC_00266",2.05752421565868,-0.027148265201052,0.513046236408378,-0.0554846371092006,0.955752368906333,NA
"gene-SAOUHSC_00267",2.08598301114175,-1.04970991988721,0.501391070639659,-1.97361747453883,0.0484252552343051,NA
"gene-SAOUHSC_00268",7.16727652381787,-0.803870856863877,0.493480233829332,-1.60623233798646,0.108222870589596,0.476690459963168
"gene-SAOUHSC_00270",2.62289430407717,0.713691895895018,0.509213379991771,1.46070798163444,0.144095597703681,0.539899170266796
"gene-SAOUHSC_00271",4.25011859272244,1.1817123988031,0.500326996755089,2.85594475862005,0.00429089783538523,0.108967615399845
"gene-SAOUHSC_00279",1.04248862193554,0.895669140848712,0.460876994318127,2.13316832176468,0.0329109207694122,NA
"gene-SAOUHSC_00280",2.69317729401414,0.568513210674403,0.485440688403676,1.21346474390127,0.224952185889892,0.627000875847572
"gene-SAOUHSC_00281",44.1626196832489,-0.0688687819116786,0.46899279421445,-0.146819319587366,0.883274635110048,0.98275796317058
"gene-SAOUHSC_00282",91.4190199311155,-0.247752707081829,0.402043763504695,-0.61566540880147,0.538115371877216,0.86217557359927
"gene-SAOUHSC_00284",0.764174032974158,0.402218149686386,0.44203781099472,0.859549034858285,0.390037679150225,NA
"gene-SAOUHSC_00285",131.668671152805,-0.245398798989077,0.480032040057693,-0.510475157909794,0.609718614225061,0.888866895436535
"gene-SAOUHSC_00287",85.2688078784764,0.328968819985307,0.361046846087284,0.911831223831396,0.361857570886565,0.738494483857223
"gene-SAOUHSC_00290",74.5148498233659,1.11442812644094,0.388158320579938,2.87585966940766,0.00402928802764205,0.103603068410746
